gender_identity,wage,education
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
Non-Trans,$50k-$100k,Some College
